co_code,nsesymbol,broker_name,sales,pat,ebitda,picked_type,expected_sales,expected_ebitda,expected_pat,ebitda_margin_percent,pat_margin_percent,sales_beat,pat_beat,ebitda_beat,sales_flag,pat_flag,ebitda_flag,overall_flag
5418,ICICIBANK,Nuvama Institutional Equities,42946.91,12768.21,10240.940000000002,Standalone,28941.9,17141.0,11825.1,59.2,40.9,48.390084963323076,7.975492807671807,-40.25471092701708,Beat,Beat,Miss,Beat
5418,ICICIBANK,Batlivala & Karani Securities India Pvt. Ltd.,42946.91,12768.21,10240.940000000002,Standalone,28451.7,1195.0,11324.5,4.2,39.8,50.94672726058549,12.748554020045027,756.9824267782428,Beat,Beat,Beat,Beat
22664,ICICIGI,Batlivala & Karani Securities India Pvt. Ltd.,6395.57,747.08,980.7399999999992,Standalone,7734.8,-688.4,26833.4,-8.9,346.9,-17.314345555153338,-97.21585784880037,-242.46658919232993,Miss,Miss,Miss,Miss
22664,ICICIGI,Nuvama Institutional Equities,6395.57,747.08,980.7399999999992,Standalone,5037.3,10.3,-309.6,0.2,-6.1,26.964246719472722,-341.3049095607235,9421.747572815526,Beat,Miss,Beat,Miss
22005,ICICIPRULI,Batlivala & Karani Securities India Pvt. Ltd.,25400.190000000002,302.08,223.0299999999994,Standalone,1866.4,440.5,440.4,23.6,23.6,1260.9188812687526,-31.4078110808356,-49.368898978433734,Beat,Miss,Miss,Miss
22005,ICICIPRULI,Nuvama Institutional Equities,25400.190000000002,302.08,223.0299999999994,Standalone,1980.0,453.4,2.3,22.9,0.1,1182.837878787879,13033.913043478262,-50.809439788266566,Beat,Beat,Miss,Beat
23040,IDEA,Batlivala & Karani Securities India Pvt. Ltd.,11022.5,-6608.1,4612.1,Consolidated,11233.8,4785.6,-7338.8,42.6,-65.3,-1.880930762520245,-9.956668665176865,-3.6254597124707453,Inline,Miss,Inline,Miss
23040,IDEA,Nuvama Institutional Equities,11022.5,-6608.1,4612.1,Consolidated,11114.3,4620.3,-6695.3,41.6,-60.3,-0.8259629486337356,-1.3024061655190928,-0.17747765296625365,Inline,Inline,Inline,Inline
54759,IDFCFIRSTB,Axis Securities,9642.14,462.57,12.539999999999054,Standalone,6795.0,1794.0,232.0,26.4,3.4,41.900515084621034,99.38362068965517,-99.30100334448166,Beat,Beat,Miss,Beat
54759,IDFCFIRSTB,Nuvama Institutional Equities,9642.14,462.57,12.539999999999054,Standalone,6701.9,1827.2,214.6,27.3,3.2,43.87173786538146,115.54986020503262,-99.31370402802106,Beat,Beat,Miss,Beat
70961,IEX,Nuvama Institutional Equities,141.75,120.7,115.30999999999999,Consolidated,150.7,120.7,118.6,80.1,78.7,-5.938951559389508,1.7706576728499228,-4.465617232808629,Miss,Inline,Inline,Inline
20703,IGL,Batlivala & Karani Securities India Pvt. Ltd.,3914.0,427.81,510.61,Consolidated,4101.3,545.5,371.5,13.3,9.1,-4.566844659010562,15.157469717362046,-6.395967002749768,Inline,Beat,Miss,Beat
20703,IGL,Nuvama Institutional Equities,3914.0,427.81,510.61,Consolidated,4030.5,577.6,397.8,14.3,9.9,-2.89046024066493,7.54399195575666,-11.597991689750693,Inline,Beat,Miss,Beat
68842,INDIAMART,Batlivala & Karani Securities India Pvt. Ltd.,346.3,166.0,134.7,Standalone,350.0,140.0,134.2,40.0,38.3,-1.0571428571428538,23.69597615499256,-3.7857142857142936,Inline,Beat,Inline,Beat
68842,INDIAMART,Nuvama Institutional Equities,372.1,153.5,119.4,Consolidated,367.8,136.2,165.3,37.0,44.9,1.1691136487221345,-7.1385359951603204,-12.334801762114527,Inline,Miss,Miss,Miss
6061,INDIANB,Batlivala & Karani Securities India Pvt. Ltd.,16282.71,2972.82,2331.6800000000003,Standalone,8709.1,278.7,2581.4,3.2,29.6,86.96202822335258,15.163089796234603,736.6271977036241,Beat,Beat,Beat,Beat
33159,INDIGO,Batlivala & Karani Securities India Pvt. Ltd.,20496.3,2176.3,5226.5,Consolidated,20705.8,4969.4,1952.2,24.0,9.4,-1.0117937969071467,11.4793566232968,5.1736628164366,Inline,Beat,Beat,Beat
42719,INDIGOPNTS,Nuvama Institutional Equities,308.86,26.06,44.3,Consolidated,327.1,51.2,30.1,15.7,9.2,-5.576276368083157,-13.421926910299012,-13.47656250000001,Miss,Miss,Miss,Miss
1907,INDNIPPON,Batlivala & Karani Securities India Pvt. Ltd.,224.7,23.21,22.740000000000002,Consolidated,615.2,439.9,373.1,71.5,60.6,-63.47529258777633,-93.77914768158672,-94.8306433280291,Miss,Miss,Miss,Miss
1907,INDNIPPON,Nuvama Institutional Equities,224.7,23.21,22.740000000000002,Consolidated,587.0,374.3,364.8,63.8,62.1,-61.720613287904605,-93.63760964912281,-93.92465936414641,Miss,Miss,Miss,Miss
12579,INDOCO,Batlivala & Karani Securities India Pvt. Ltd.,392.53,-28.06,14.83,Standalone,404.5,10.5,-26.7,2.6,-6.6,-2.9592088998763972,5.0936329588014955,41.23809523809524,Inline,Beat,Beat,Beat
5531,INDUSINDBK,Nuvama Institutional Equities,12263.88,604.05,410.39999999999964,Consolidated,6762.8,2486.6,745.2,36.8,11.0,81.34323061453834,-18.94122383252819,-83.49553607335318,Beat,Miss,Miss,Miss
5531,INDUSINDBK,Batlivala & Karani Securities India Pvt. Ltd.,12263.88,604.05,410.39999999999964,Consolidated,6546.0,216.0,725.2,3.3,11.1,87.34922089825847,-16.705736348593504,89.99999999999983,Beat,Miss,Beat,Miss
40279,INDUSTOWER,Batlivala & Karani Securities India Pvt. Ltd.,8057.6,1736.8,4390.099999999999,Consolidated,7943.5,4130.6,1561.1,52.0,19.7,1.4363945364134243,11.25488437640126,6.282380283735995,Inline,Beat,Beat,Beat
2806,INFY,Batlivala & Karani Securities India Pvt. Ltd.,42279.0,6924.0,9943.0,Consolidated,41734.2,9891.0,6721.3,23.7,16.1,1.305404200871235,3.015785636707182,0.5257304620361944,Inline,Inline,Inline,Inline
2806,INFY,Nuvama Institutional Equities,42279.0,6924.0,9943.0,Consolidated,41990.4,10137.9,6818.1,24.1,16.2,0.6872999542752594,1.5532186386236582,-1.922488878367311,Inline,Inline,Inline,Inline
43989,INOXWIND,Nuvama Institutional Equities,826.25,97.34,183.69,Consolidated,1277.6,233.8,142.0,18.3,11.1,-35.32795867251095,-31.450704225352112,-21.432848588537215,Miss,Miss,Miss,Miss
12002,IOC,Batlivala & Karani Securities India Pvt. Ltd.,192340.65,6808.12,13267.46,Consolidated,185574.5,16887.3,8710.0,9.1,4.7,3.646055896688389,-21.835591274397245,-21.435279766451714,Inline,Miss,Miss,Miss
12002,IOC,Nuvama Institutional Equities,192340.65,6808.12,13267.46,Consolidated,163169.8,13822.8,6243.4,8.5,3.8,17.877603576151966,9.045071595604963,-4.017565182162805,Beat,Beat,Inline,Beat
1973,IOLCP,Batlivala & Karani Securities India Pvt. Ltd.,551.69,33.93,62.14000000000001,Consolidated,548.4,65.8,38.6,12.0,7.0,0.5999270605397661,-12.098445595854926,-5.562310030395121,Inline,Miss,Miss,Miss
3617,IPCALAB,Batlivala & Karani Securities India Pvt. Ltd.,2308.85,232.89,416.41999999999996,Consolidated,2316.9,463.4,256.6,20.0,11.1,-0.34744701972463987,-9.240062353858159,-10.138109624514463,Inline,Miss,Miss,Miss
3617,IPCALAB,Nuvama Institutional Equities,2308.85,232.89,416.41999999999996,Consolidated,2270.4,460.9,262.5,20.3,11.6,1.6935341789992873,-11.280000000000005,-9.650683445432854,Inline,Miss,Miss,Miss
23401,IRCTC,Batlivala & Karani Securities India Pvt. Ltd.,1159.68,330.7,397.26,Consolidated,1227.4,392.8,325.7,32.0,26.5,-5.517353755906797,1.5351550506601168,1.1354378818737219,Miss,Inline,Inline,Inline
301,ITC,Nuvama Institutional Equities,19749.91,4912.36,6261.27,Standalone,17945.0,6370.5,5061.4,35.5,28.2,10.058010587907495,-2.94463982297388,-1.714622086178472,Beat,Inline,Inline,Inline
301,ITC,Batlivala & Karani Securities India Pvt. Ltd.,19749.91,4912.36,6261.27,Standalone,19408.5,6773.6,5207.3,34.9,26.8,1.7590746322487563,-5.663971731991637,-7.563629384669894,Inline,Miss,Miss,Miss
1149,JAMNAAUTO,Batlivala & Karani Securities India Pvt. Ltd.,560.28,53.38,75.99,Standalone,523.7,64.4,38.1,12.3,7.3,6.984915027687593,40.10498687664042,17.99689440993787,Beat,Beat,Beat,Beat
965,JINDALSAW,Batlivala & Karani Securities India Pvt. Ltd.,4084.68,415.47,670.11,Consolidated,4492.0,628.9,295.4,14.0,6.6,-9.067675868210156,40.646580907244434,6.552711082843066,Miss,Beat,Beat,Beat
20287,JINDALSTEL,Batlivala & Karani Securities India Pvt. Ltd.,12420.42,1623.9,2856.2200000000003,Standalone,13694.3,2889.5,1318.8,21.1,9.6,-9.30226444579131,23.13466787989082,-1.1517563592316922,Miss,Beat,Inline,Beat
17136,JKCEMENT,Nuvama Institutional Equities,3149.82,335.6,673.81,Standalone,2973.8,609.8,264.4,20.5,8.9,5.919026161813167,26.928895612708036,10.496884224335847,Beat,Beat,Beat,Beat
17136,JKCEMENT,Batlivala & Karani Securities India Pvt. Ltd.,3149.82,335.6,673.81,Standalone,2917.6,630.2,338.8,21.6,11.6,7.959281601316159,-0.9445100354191229,6.920025388765455,Beat,Inline,Beat,Inline
5772,JKPAPER,Batlivala & Karani Securities India Pvt. Ltd.,1674.16,85.44000000000001,247.07999999999998,Consolidated,1673.7,262.8,117.3,15.7,7.0,0.027484017446378465,-27.16112531969308,-5.981735159817362,Inline,Miss,Miss,Miss
304,JKTYRE,Batlivala & Karani Securities India Pvt. Ltd.,3868.94,163.35000000000002,402.13,Consolidated,3828.6,386.7,131.7,10.1,3.4,1.0536488533667696,24.031890660592286,3.990173260925784,Inline,Beat,Inline,Beat
44993,JLHL,Nuvama Institutional Equities,347.63,43.88,78.11999999999999,Consolidated,332.3,77.4,49.4,23.3,14.9,4.613301233824852,-11.174089068825904,0.9302325581395149,Inline,Miss,Inline,Miss
24610,JSL,Batlivala & Karani Securities India Pvt. Ltd.,10340.51,641.64,1047.79,Standalone,10525.4,1094.6,602.5,10.4,5.7,-1.756607824880759,6.496265560165973,-4.276448017540649,Inline,Beat,Inline,Beat
24610,JSL,Nuvama Institutional Equities,10340.51,641.64,1047.79,Standalone,12193.5,2632.0,1168.2,21.6,9.6,-15.196539139705578,-45.07447354904983,-60.19034954407295,Miss,Miss,Miss,Miss
27323,JSWENERGY,Batlivala & Karani Securities India Pvt. Ltd.,5143.37,835.86,2788.66,Consolidated,5383.7,2309.6,658.8,42.9,12.2,-4.464030313724761,26.876138433515496,20.742119847592654,Inline,Beat,Beat,Beat
42944,JSWINFRA,Nuvama Institutional Equities,1223.85,389.57,581.16,Consolidated,44767.0,7307.7,1812.9,16.3,4.1,-97.26617821162911,-78.51122510894149,-92.04729258179728,Miss,Miss,Miss,Miss
4764,JSWSTEEL,Batlivala & Karani Securities India Pvt. Ltd.,43147.0,2209.0,7476.0,Consolidated,43114.2,8277.9,3225.2,19.2,7.5,0.07607702334730301,-31.508123527223113,-9.687239517268868,Inline,Miss,Miss,Miss
1054,JTEKTINDIA,Batlivala & Karani Securities India Pvt. Ltd.,566.02,10.82,30.85,Standalone,536.3,40.2,12.0,7.5,2.2,5.541674435950034,-9.833333333333332,-23.258706467661693,Beat,Miss,Miss,Miss
41375,JTLIND,Nuvama Institutional Equities,543.86,16.55,23.37,Consolidated,573.7,37.9,31.7,6.6,5.5,-5.201324734181633,-47.79179810725552,-38.33773087071239,Miss,Miss,Miss,Miss
14548,JUBLFOOD,Nuvama Institutional Equities,1701.58,66.7,323.28,Standalone,1724.6,327.7,62.4,19.0,3.6,-1.3348022729908375,6.8910256410256485,-1.3487946292340605,Inline,Beat,Inline,Beat
75293,JUBLINGREA,Nuvama Institutional Equities,1037.95,75.1,142.08,Consolidated,1038.6,136.7,68.8,13.2,6.6,-0.06258424802617596,9.156976744186043,3.9356254572055773,Inline,Beat,Inline,Beat
592,JUBLPHARMA,Nuvama Institutional Equities,1900.7,102.5,289.5,Consolidated,1884.2,283.2,92.9,15.0,4.9,0.8757032162190851,10.33369214208826,2.2245762711864447,Inline,Beat,Inline,Beat
41369,JUSTDIAL,Nuvama Institutional Equities,297.86,159.65,86.44,Standalone,300.9,91.0,143.4,30.2,47.7,-1.0103024260551559,11.331938633193863,-5.010989010989014,Inline,Beat,Miss,Beat
1129,KAJARIACER,Nuvama Institutional Equities,1102.74,110.31,184.61,Consolidated,1147.9,160.7,92.0,14.0,8.0,-3.9341406045822875,19.90217391304348,14.878655880522729,Inline,Beat,Beat,Beat
1129,KAJARIACER,Batlivala & Karani Securities India Pvt. Ltd.,1102.74,110.31,184.61,Consolidated,1181.0,160.6,90.6,13.6,7.7,-6.626587637595257,21.75496688741723,14.95018679950188,Miss,Beat,Beat,Beat
200,KANSAINER,Batlivala & Karani Securities India Pvt. Ltd.,2087.42,230.85,311.96999999999997,Standalone,2111.9,316.8,226.7,15.0,10.7,-1.1591457928879216,1.8306131451257195,-1.524621212121225,Inline,Inline,Inline,Inline
2722,KARURVYSYA,Batlivala & Karani Securities India Pvt. Ltd.,2568.55,521.45,358.25,Standalone,1553.9,60.6,480.3,3.9,30.9,65.29699465860094,8.56756194045389,491.17161716171614,Beat,Beat,Beat,Beat
76723,KAYNES,Nuvama Institutional Equities,673.47,74.61,113.03999999999999,Consolidated,798.8,125.9,89.2,15.8,11.2,-15.689784677015513,-16.35650224215247,-10.214455917394769,Miss,Miss,Miss,Miss
27273,KEC,Nuvama Institutional Equities,5022.88,124.6,350.1,Consolidated,5135.7,359.5,132.6,7.0,2.6,-2.1967794068968147,-6.033182503770739,-2.614742698191927,Inline,Miss,Inline,Miss
27273,KEC,Batlivala & Karani Securities India Pvt. Ltd.,5022.88,124.6,350.1,Consolidated,5074.7,329.9,107.0,6.5,2.1,-1.0211441070408045,16.448598130841116,6.1230675962413,Inline,Beat,Beat,Beat
4679,KEI,Nuvama Institutional Equities,2590.32,195.75,258.02,Consolidated,2413.6,243.1,172.9,10.1,7.2,7.3218428902883765,13.215731636784264,6.137392019744956,Beat,Beat,Beat,Beat
4679,KEI,Batlivala & Karani Securities India Pvt. Ltd.,2590.32,195.75,258.02,Consolidated,2418.2,244.2,174.6,10.1,7.2,7.117690844429755,12.113402061855675,5.6592956592956565,Beat,Beat,Beat,Beat
73556,KFINTECH,Batlivala & Karani Securities India Pvt. Ltd.,274.06,77.26,113.61,Consolidated,281.9,117.3,81.3,41.6,28.8,-2.7811280595955927,-4.969249692496915,-3.1457800511508935,Inline,Inline,Inline,Inline
73556,KFINTECH,Nuvama Institutional Equities,274.06,77.26,113.61,Consolidated,283.8,117.6,81.6,41.4,28.7,-3.4319943622269236,-5.3186274509803795,-3.3928571428571384,Inline,Miss,Inline,Miss
28334,KNRCON,Nuvama Institutional Equities,612.72,123.41,182.95,Consolidated,789.6,122.7,77.3,15.5,9.8,-22.40121580547112,59.650711513583445,49.103504482477575,Miss,Beat,Beat,Beat
2330,KOTAKBANK,Axis Securities,13836.54,3281.68,2483.710000000001,Standalone,10579.0,5398.0,3428.0,51.0,32.4,30.792513470082245,-4.268378063010506,-53.98832901074471,Beat,Inline,Miss,Inline
2330,KOTAKBANK,Nuvama Institutional Equities,13836.54,3281.68,2483.710000000001,Standalone,10461.4,5404.0,3406.6,51.7,32.6,32.262794654635144,-3.6669993541948007,-54.03941524796445,Beat,Inline,Miss,Inline
2330,KOTAKBANK,Batlivala & Karani Securities India Pvt. Ltd.,13836.54,3281.68,2483.710000000001,Standalone,10336.2,496.1,3374.7,4.8,32.6,33.864863295988854,-2.7563931608735586,400.6470469663376,Beat,Inline,Beat,Inline
4518,KPIL,Nuvama Institutional Equities,5039.74,200.76,428.38,Standalone,5504.4,462.4,136.2,8.4,2.5,-8.441610348085165,47.40088105726873,-7.357266435986156,Miss,Beat,Miss,Beat
72062,KPITTECH,Batlivala & Karani Securities India Pvt. Ltd.,1538.76,171.9,294.76000000000005,Consolidated,1522.3,316.6,195.6,20.8,12.8,1.081258621822245,-12.116564417177909,-6.8982943777637304,Inline,Miss,Miss,Miss
28009,KPRMILL,Batlivala & Karani Securities India Pvt. Ltd.,1766.27,212.7,310.25,Consolidated,1686.5,312.0,193.9,18.5,11.5,4.729914023124813,9.695719443011852,-0.5608974358974359,Inline,Beat,Inline,Beat
342,KSB,Batlivala & Karani Securities India Pvt. Ltd.,666.7,70.4,91.4,Consolidated,715.9,100.2,73.6,14.0,10.3,-6.872468221818681,-4.347826086956506,-8.782435129740517,Miss,Inline,Miss,Inline
5860,KTKBANK,Axis Securities,2261.28,292.5,109.01000000000022,Consolidated,1104.0,358.0,233.0,32.4,21.1,104.82608695652176,25.536480686695278,-69.55027932960888,Beat,Beat,Miss,Beat
41261,LALPATHLAB,Nuvama Institutional Equities,669.8,134.0,192.3,Consolidated,667.2,186.1,121.5,27.9,18.2,0.389688249400466,10.2880658436214,3.331542181622793,Inline,Beat,Inline,Beat
4939,LAOPALA,Batlivala & Karani Securities India Pvt. Ltd.,65.27,25.35,24.130000000000003,Standalone,331.9,47.1,120.6,14.2,36.3,-80.33443808376018,-78.98009950248756,-48.76857749469214,Miss,Miss,Miss,Miss
86134,LAXMIDENTL,Nuvama Institutional Equities,65.6,8.33,11.91,Consolidated,65.7,11.5,8.4,17.5,12.8,-0.152207001522083,-0.8333333333333366,3.565217391304349,Inline,Inline,Inline,Inline
1927,LGBBROSLTD,Batlivala & Karani Securities India Pvt. Ltd.,592.46,66.8,91.93,Standalone,611.3,91.7,53.8,15.0,8.8,-3.0819564861769866,24.1635687732342,0.250817884405675,Inline,Beat,Inline,Beat
4248,LICHSGFIN,Nuvama Institutional Equities,7233.13,1359.92,1723.0400000000009,Standalone,2179.8,1873.1,1371.4,85.9,62.9,231.8253968253968,-0.8371007729327707,-8.011318135710804,Beat,Inline,Miss,Inline
4248,LICHSGFIN,Batlivala & Karani Securities India Pvt. Ltd.,7233.13,1359.92,1723.0400000000009,Standalone,2242.5,62.8,1448.7,2.8,64.6,222.54760312151615,-6.128252916407813,2643.6942675159253,Beat,Miss,Beat,Miss
12024,LICI,Batlivala & Karani Securities India Pvt. Ltd.,223917.32,10986.51,11856.840000000015,Standalone,12339.7,2134.8,2138.0,17.3,17.3,1714.6091071906123,413.8685687558466,455.40753232152963,Beat,Beat,Beat,Beat
35713,LODHA,Nuvama Institutional Equities,3491.7,675.1,984.2,Consolidated,3794.0,1159.7,807.1,30.6,21.3,-7.967843964153933,-16.35485070003717,-15.133224109683537,Miss,Miss,Miss,Miss
348,LT,Batlivala & Karani Securities India Pvt. Ltd.,63678.92,4318.17,8024.010000000001,Consolidated,62374.6,6362.2,3399.2,10.2,5.4,2.0911075982851988,27.034890562485298,26.120052811920424,Inline,Beat,Beat,Beat
41147,LTF,Nuvama Institutional Equities,4256.75,694.09,972.3599999999999,Standalone,2508.8,1464.6,668.5,58.4,26.6,69.6727519132653,3.827973074046377,-33.60917656698075,Beat,Inline,Miss,Inline
18105,LTIM,Batlivala & Karani Securities India Pvt. Ltd.,9840.6,1254.6,1649.4,Consolidated,9834.0,1661.9,1153.0,16.9,11.7,0.06711409395973525,8.811795316565474,-0.7521511522955653,Inline,Beat,Inline,Beat
18105,LTIM,Nuvama Institutional Equities,9840.6,1254.6,1649.4,Consolidated,9846.8,1661.6,1218.7,16.9,12.4,-0.06296461794693615,2.945761877410344,-0.7342320654790454,Inline,Inline,Inline,Inline
44814,LTTS,Nuvama Institutional Equities,2866.0,316.1,462.40000000000003,Consolidated,2916.4,480.5,312.2,16.5,10.7,-1.728158003017422,1.2491992312620226,-3.7669094693028025,Inline,Inline,Inline,Inline
44814,LTTS,Batlivala & Karani Securities India Pvt. Ltd.,2866.0,316.1,462.40000000000003,Consolidated,2908.9,471.2,311.0,16.2,10.7,-1.4747842827185564,1.6398713826366633,-1.8675721561969345,Inline,Inline,Inline,Inline
3026,LUPIN,Batlivala & Karani Securities India Pvt. Ltd.,6268.34,1221.46,1727.24,Consolidated,6222.9,1530.8,961.6,24.6,15.5,0.7302061739703436,27.02371048252912,12.832505879278813,Inline,Beat,Beat,Beat
3026,LUPIN,Nuvama Institutional Equities,6268.34,1221.46,1727.24,Consolidated,6335.3,1563.7,982.9,24.7,15.5,-1.0569349517781326,24.271034693254663,10.458527850610729,Inline,Beat,Beat,Beat
365,M&M,Nuvama Institutional Equities,34142.96000000001,3449.84,4795.4400000000005,Standalone,34282.8,4764.8,3079.2,13.9,9.0,-0.4079013382804103,12.036892699402452,0.643049026192082,Inline,Beat,Inline,Beat
365,M&M,Batlivala & Karani Securities India Pvt. Ltd.,34142.96000000001,3449.84,4795.4400000000005,Standalone,35147.2,4463.7,2841.5,12.7,8.1,-2.8572404060636147,21.40911490409995,7.431951071980659,Inline,Beat,Beat,Beat
16795,M&MFIN,Batlivala & Karani Securities India Pvt. Ltd.,4419.37,529.5,749.85,Standalone,2193.3,142.6,447.2,6.5,20.4,101.49409565494913,18.40339892665474,425.8415147265078,Beat,Beat,Beat,Beat
36025,MAHLOG,Nuvama Institutional Equities,1624.59,-9.44,76.25,Consolidated,1609.7,74.9,-7.5,4.7,-0.5,0.9250170839286744,25.86666666666666,1.8024032042723552,Inline,Beat,Inline,Beat
6083,MANAPPURAM,Axis Securities,1743.1399999999999,392.11,579.5299999999999,Standalone,1470.0,674.0,8.0,45.9,0.5,18.580952380952372,4801.375,-14.01632047477747,Beat,Beat,Miss,Beat
6083,MANAPPURAM,Batlivala & Karani Securities India Pvt. Ltd.,1743.1399999999999,392.11,579.5299999999999,Standalone,1473.8,191.6,-136.7,13.0,-9.3,18.275206948025506,-386.83979517190926,202.4686847599164,Beat,Miss,Beat,Miss
71811,MANYAVAR,Nuvama Institutional Equities,281.19,70.26,120.58999999999999,Standalone,351.6,164.7,94.8,46.9,27.0,-20.02559726962458,-25.886075949367083,-26.782027929568912,Miss,Miss,Miss,Miss
12585,MARICO,Nuvama Institutional Equities,3259.0,513.0,655.0,Consolidated,3236.3,650.5,486.3,20.1,15.0,0.7014182863146129,5.490438001233803,0.6917755572636434,Inline,Beat,Inline,Beat
12585,MARICO,Batlivala & Karani Securities India Pvt. Ltd.,3259.0,513.0,655.0,Consolidated,3179.8,639.1,475.5,20.1,15.0,2.4907226869614383,7.886435331230284,2.487873572210918,Inline,Beat,Inline,Beat
5496,MARUTI,Nuvama Institutional Equities,38413.6,3711.7,3995.3,Standalone,36551.9,4026.2,3393.1,11.0,9.3,5.093305683151893,9.389643688662282,-0.7674730515125836,Beat,Beat,Inline,Beat
5496,MARUTI,Batlivala & Karani Securities India Pvt. Ltd.,38413.6,3711.7,3995.3,Standalone,35864.3,3980.9,3497.0,11.1,9.8,7.108182789013016,6.139548184157844,0.3617272476073272,Beat,Beat,Inline,Beat
38599,MASFIN,Axis Securities,443.41,83.9,113.54000000000002,Standalone,230.0,154.0,82.0,66.7,35.7,92.78695652173914,2.3170731707317143,-26.27272727272726,Beat,Inline,Miss,Inline
2732,MASTEK,Batlivala & Karani Securities India Pvt. Ltd.,914.7,92.05,137.32,Consolidated,933.7,138.2,85.1,14.8,9.1,-2.0349148548784406,8.166862514688605,-0.6367583212735134,Inline,Beat,Inline,Beat
75648,MEDIASSIST,Nuvama Institutional Equities,190.56,22.63,42.01,Consolidated,191.5,40.4,19.9,21.1,10.4,-0.4908616187989544,13.718592964824126,3.985148514851484,Inline,Beat,Inline,Beat
34531,MEDPLUS,Nuvama Institutional Equities,1542.63,42.34,130.73,Consolidated,1548.4,61.2,35.4,4.0,2.3,-0.37264272797726566,19.604519774011315,113.61111111111109,Inline,Beat,Beat,Beat
17628,METROBRAND,Batlivala & Karani Securities India Pvt. Ltd.,628.24,98.8,193.9,Consolidated,633.7,197.7,94.1,31.2,14.8,-0.861606438377787,4.994686503719451,-1.922104198280214,Inline,Inline,Inline,Inline
17628,METROBRAND,Nuvama Institutional Equities,628.24,98.8,193.9,Consolidated,635.2,203.7,92.2,32.0,14.5,-1.095717884130988,7.158351409978302,-4.810996563573875,Inline,Beat,Inline,Beat
65221,METROPOLIS,Nuvama Institutional Equities,386.06,45.25,89.75,Consolidated,384.3,89.5,45.0,23.3,11.7,0.4579755399427507,0.5555555555555556,0.27932960893854747,Inline,Inline,Inline,Inline
65221,METROPOLIS,Batlivala & Karani Securities India Pvt. Ltd.,386.06,45.25,89.75,Consolidated,387.0,87.5,43.2,22.6,11.2,-0.24289405684754464,4.745370370370364,2.571428571428571,Inline,Inline,Inline,Inline
372,MFSL,Batlivala & Karani Securities India Pvt. Ltd.,2.99,-2.52,-2.2800000000000002,Standalone,1695.7,310.3,311.1,18.3,18.3,-99.82367164003067,-100.81002892960463,-100.73477280051561,Miss,Miss,Miss,Miss
13369,MGL,Nuvama Institutional Equities,1975.92,324.32,485.35999999999996,Standalone,1909.5,424.1,290.1,22.2,15.2,3.4783974862529496,11.795932437090647,14.444706437161031,Inline,Beat,Beat,Beat
14978,MINDACORP,Nuvama Institutional Equities,1385.88,65.31,156.29000000000002,Consolidated,1270.6,140.8,49.3,11.1,3.9,9.072878954824509,32.474645030425975,11.00142045454546,Beat,Beat,Beat,Beat
74816,MINDSPACE,Nuvama Institutional Equities,740.26,166.8,550.13,Consolidated,745.5,536.4,157.6,71.9,21.1,-0.7028839704896055,5.837563451776661,2.5596569724086535,Inline,Beat,Inline,Beat
3825,MMFL,Nuvama Institutional Equities,361.65,19.19,63.31999999999999,Consolidated,2136.6,1203.3,522.1,56.3,24.4,-83.0735748385285,-96.3244589159165,-94.73780437131222,Miss,Miss,Miss,Miss
3825,MMFL,Batlivala & Karani Securities India Pvt. Ltd.,361.65,19.19,63.31999999999999,Consolidated,374.0,75.2,34.4,20.1,9.2,-3.3021390374331614,-44.21511627906976,-15.797872340425545,Inline,Miss,Miss,Miss
28243,MOLDTKPAC,Batlivala & Karani Securities India Pvt. Ltd.,240.56,22.4,46.790000000000006,Standalone,232.8,45.4,21.4,19.5,9.2,3.333333333333329,4.672897196261683,3.0616740088105896,Inline,Inline,Inline,Inline
2966,MOTHERSON,Nuvama Institutional Equities,30212.0,606.09,2321.85,Consolidated,30284.6,2593.8,865.0,8.6,2.9,-0.2397258012323047,-29.931791907514448,-10.484617164006487,Inline,Miss,Miss,Miss
2966,MOTHERSON,Batlivala & Karani Securities India Pvt. Ltd.,30212.0,606.09,2321.85,Consolidated,30179.1,2927.4,963.6,9.7,3.2,0.10901584208939782,-37.10149439601494,-20.685591309694615,Inline,Miss,Miss,Miss
3361,MPHASIS,Nuvama Institutional Equities,3732.49,441.7,702.87,Consolidated,3766.2,704.1,459.6,18.7,12.2,-0.895066645425098,-3.89469103568321,-0.17469109501491523,Inline,Inline,Inline,Inline
3361,MPHASIS,Batlivala & Karani Securities India Pvt. Ltd.,3732.49,441.7,702.87,Consolidated,3748.5,701.0,451.1,18.7,12.0,-0.42710417500334047,-2.083795167368662,0.26676176890156983,Inline,Inline,Inline,Inline
391,MRF,Batlivala & Karani Securities India Pvt. Ltd.,7560.28,484.23,1034.35,Standalone,7152.2,1087.1,534.1,15.2,7.5,5.705657000643158,-9.337202771016665,-4.852359488547512,Beat,Miss,Inline,Miss
76359,MSUMI,Nuvama Institutional Equities,2494.03,143.1,244.25,Standalone,2432.7,243.9,145.3,10.0,6.0,2.521067127060484,-1.514108740536832,0.1435014350143478,Inline,Inline,Inline,Inline
24769,MUTHOOTFIN,Nuvama Institutional Equities,5703.32,2046.3,2752.3799999999997,Standalone,3063.6,2320.7,1574.6,75.7,51.4,86.16399007703355,29.956814429061353,18.60128409531606,Beat,Beat,Beat,Beat
